,id,title,tags
722,14836,Coraline,"animation family coraline move old house, feel bored neglected parents. find hidden door bricked passage. night, cross passage find parallel world everybody button instead eyes, caring parent dream coming true. mother invite coraline stay world forever, girl refuse find alternate reality trapped trick lure her. dream eye stuffedanimal parallelworld button newhome secretdoor aftercreditsstinger duringcreditsstinger henryselick dakotafanning terihatcher jennifersaunders"
723,8645,The Happening,"thriller sciencefiction deadly airborne virus threatens wipe northeastern united states, teacher elliott moore (mark wahlberg) wife (zooey deschanel) flee contaminated city countryside fight discover truth. terrorism, accidental release toxic military bio weapon -- something even sinister? john leguizamo betty buckley co-star thriller writer-director m. night shyamalan. tree naturaldisaster crisis park strangebehavior m.nightshyamalan markwahlberg zooeydeschanel johnleguizamo"
724,9509,Man on Fire,"action drama thriller crime jaded ex-cia operative john creasy reluctantly accepts job bodyguard 10-year-old girl mexico city. clash first, eventually bond, kidnapped he's consumed fury stop nothing save life. mexico cia kidnapping diary bible bodyguard stuffedanimal cellphone alcoholic grenadelauncher bloodshed swimmeet tonyscott denzelwashington dakotafanning marcanthony"
725,10067,The Shaggy Dog,comedy family tale workaholic dad-turned-dog find man's best friend show important job - great dad. fathersonrelationship parentskidsrelationship workaholic wifehusbandrelationship transformation bodyexchange daughter lawyer dog family turnsintoanimal brianrobbins timallen kristindavis dannyglover
726,9384,Starsky & Hutch,"comedy crime join uptight david starsky laid-back ken ""hutch"" hutchinson they're paired first time undercover cops. new partner must overcome difference solve important case help street informant huggy bear persuasive criminal reese feldman. informant jumpingfromarooftop surveillancefootage toddphillips benstiller owenwilson snoopdogg"
727,9279,Jingle All the Way,"family comedy meet howard langston, salesman mattress company constantly busy job, also constantly disappoints son, miss son's karate exposition, son tell howard want christmas action figure son's television hero, try hard make him. unfortunately howard, christmas eve, every store sold turbo man, howard must travel town compete everybody else find turbo man action figure. holiday christmasparty santaclaus toy puppet christmas turboman navidad brianlevant arnoldschwarzenegger philhartman sinbad"
728,1487,Hellboy,"fantasy action sciencefiction final day world war ii, nazi attempt use black magic aid dying cause. ally raid camp ceremony taking place, demon - hellboy - already conjured. joining allied forces, hellboy eventually grows adulthood, serving cause good rather evil. blackmagic fistfight cover-up superhero paranormalphenomena narrationfromgrave demon occult combatphotography reanimatedcorpse duringcreditsstinger guillermodeltoro ronperlman selmablair rupertevans"
729,9422,A Civil Action,"drama jan schlickmann cynical lawyer go ""get rid of"" case, find potentially worth millions. case becomes obsession, extent willing give everything - including career clients' goals, order continue case odds. success advancement rightandjustice leukemia lawyer businessstart-up stevenzaillian johntravolta robertduvall tonyshalhoub"
730,77174,ParaNorman,"family animation adventure comedy town blithe hollow, norman babcock boy speak dead, one besides eccentric new friend, neil, belief ability real. one day, norman's estranged eccentric uncle tell important annual ritual must take protect town curse cast witch condemned century ago. eventually, norman decides cooperate, thing go according plan. now, magic storm witch threatens blithe hollow accursed dead rise. together unexpected new companions, norman struggle save town, discover horrific truth curse. insight, norman must resolve crisis good can. medium stopmotion curse jock ghost communicatingwiththedead aftercreditsstinger dealingwiththepast witchtrial childwitch empathy strange samfell kodismit-mcphee tuckeralbrizzi jodelleferland"
731,4824,The Jackal,"action thriller adventure crime hired powerful member russian mafia avenge fbi sting left brother dead, perfectionist jackal prof elusive target men charged task bringing down: deputy fbi bos former ira terrorist. fbi coldwar hitman michaelcaton-jones brucewillis richardgere sidneypoitier"
732,9620,Paycheck,"action adventure mystery sciencefiction thriller michael jennings genius who's hired – paid handsomely – high-tech firm work highly sensitive projects, short-term memory erased he's incapable breaching security. end three-year job, he's told getting paycheck instead receives mysterious envelope. clue must piece together find paid – he's hot water. prophecy engineer scientist millionaire johnwoo benaffleck aaroneckhart umathurman"
733,9302,Up Close & Personal,"drama romance tally atwater dream: prime-time network newscaster. pursues dream nothing ambition, raw talent homemade demo tape. warren justice brilliant, hard edged, veteran newsman. see tally talent becomes mentor. tally’s career take meteoric rise warren fall love. romance result intense revealing television news itself. yet, breaking story, every videotaped crisis brings together, also threatens drive apart... miami television career vitaminb reporter jonavnet robertredford michellepfeiffer stockardchanning"
734,10199,The Tale of Despereaux,"adventure animation family upon time... far away kingdom dor... lived brave virtuous mouse comically oversized ear dreamt becoming knight. banished home lofty ambitions, despereaux set amazing adventure good-hearted rat friend roscuro, lead him, long last, noble quest rescue endangered princess save entire kingdom darkness. loyalty totalitarianregime mouse forgiveness honor unlikelyfriendship courage chivalry animallead robertstevenhagen matthewbroderick dustinhoffman emmawatson"
735,10771,The Tuxedo,"thriller action comedy sciencefiction cabbie-turned-chauffeur jimmy tong learns really one rule work playboy millionaire clark devlin : never touch devlin's prized tuxedo. devlin temporarily put commission explosive accident, jimmy put tux soon discovers extraordinary suit may black belt black tie. paired partner inexperienced is, jimmy becomes unwitting secret agent. bomb intelligence chauffeur wound secretagent headinjury kevindonovan jackiechan jenniferlovehewitt jasonisaacs"
736,3512,Under Siege 2: Dark Territory,"action thriller passenger train hijacked electronics expert turned untraceable command center weapon satellite. planned blow washington dc one man stop him, former navy seal casey ryback. terrorist pentagon satellite navyseal train geoffmurphy stevenseagal ericbogosian everettmcgill"
737,137094,Jack Ryan: Shadow Recruit,"action drama thriller jack ryan, young covert cia analyst, uncovers russian plot crash u.s. economy terrorist attack. londonengland corruption cia terrorist sniper explosive intelligence russia murder conspiracy surveillance agent jackryan u.s.marine rehab analyst kennethbranagh chrispine keiraknightley kevincostner"
738,274479,Joy,drama comedy story based life struggling long island single mom became one country's successful entrepreneurs. factory inventor strongwoman biography basedontruestory stolenpatent davido.russell jenniferlawrence bradleycooper robertdeniro
739,267860,London Has Fallen,"action crime thriller london prime minister's funeral, mike banning discovers plot assassinate attending world leaders. londonengland terrorist terroristattack babaknajafi gerardbutler aaroneckhart morganfreeman"
740,8078,Alien: Resurrection,"sciencefiction horror action two hundred year lt. ripley died, group scientist clone her, hoping breed ultimate weapon. new ripley full surprise … new aliens. ripley must team band smuggler keep creature reaching earth. android mercenary dystopia sequel alien betrayal impalement cloning scientist flamethrower disembowelment smuggler genemanipulation maninwheelchair breeding geneticengineering regeneration xenomorph alienqueen explosivedecompression swimmingunderwater jean-pierrejeunet sigourneyweaver winonaryder braddourif"
741,7485,Shooter,"action drama mystery thriller crime marksman living exile coaxed back action learning plot kill president. ultimately double-crossed framed attempt, go run track real killer find exactly set up, why. corruption sniper senator conspiracyofmurder childlessness rifle sniperrifle fbiagent antoinefuqua markwahlberg michaelpeña dannyglover"
742,170687,The Boxtrolls,"animation comedy family fantasy orphaned boy raised underground creature called boxtrolls come sewer box save family town evil exterminator, archibald snatcher. basedonnovel stopmotion fatherdaughterrelationship unlikelyfriendship duringcreditsstinger anthonystacchi benkingsley isaachempstead-wright ellefanning"
743,6435,Practical Magic,"drama fantasy comedy sally gillian owens, born magical family, mostly avoided witchcraft themselves. gillian's vicious boyfriend, jimmy angelov, dy unexpectedly, owen sister give crash course hard magic. policeman gary hallet growing suspicious, girl struggle resurrect angelov -- unwittingly inject corpse evil spirit threatens end family line. witch magic sorcery love curse familycurse griffindunne sandrabullock nicolekidman evanrachelwood"
744,137106,The Lego Movie,"adventure animation comedy family fantasy ordinary lego mini-figure, mistakenly thought extraordinary masterbuilder, recruited join quest stop evil lego tyrant gluing universe together. fathersonrelationship creativity friendship partliveaction toy basedontoy fallinginlove superpower duringcreditsstinger differentworlds lego batman phillord chrispratt willferrell elizabethbanks"
745,10040,Miss Congeniality 2: Armed and Fabulous,"action comedy triumph miss united state pageant, fbi agent gracie hart becomes overnight sensation -- new ""face fbi."" time spring action pageant's winner, cheryl, emcee, stan, abducted. ransom pressconference ship missamerica fbiagent johnpasquin sandrabullock reginaking enriquemurciano"
746,6278,Reign of Fire,"adventure action fantasy post-apocalyptic england, american volunteer british survivor team fight brood fire-breathing dragon seeking return global dominance century rest underground. brit -- leading clan survivor hunt king dragon -- much stake: mother killed dragon, love still alive. dragon evolution firechief animatedmap theatreaudience dragonslayer tunnelconstruction firerepellent drilling iodine robbowman christianbale matthewmcconaughey izabellascorupco"
747,82682,Gangster Squad,"crime drama action thriller los angeles, 1949. ruthless, brooklyn-born mob king mickey cohen run show town, reaping ill-gotten gain drugs, guns, prostitute — way — every wire bet placed west chicago. protection paid goons, also police politician control. it’s enough intimidate even bravest, street-hardened cop… except, perhaps, small, secret crew lapd outsider led sgt. john o’mara jerry wooters come together try tear cohen’s world apart. losangeles gangster rubenfleischer joshbrolin ryangosling nicknolte"
748,17610,Year One,"comedy adventure couple lazy hunter-gatherer banished primitive village, set epic journey ancient world. temple slavery stoneage circumcision hebrew caveman prehistoricadventure duringcreditsstinger prehistorictimes prehistoricman haroldramis jackblack michaelcera oliviawilde"
749,22954,Invictus,"drama history newly elected president nelson mandela know nation remains racially economically divided wake apartheid. believing bring people together universal language sport, mandela rally south africa's rugby team make historic run 1995 rugby world cup championship match. stadium southafrica apartheid nelsonmandela sport nation rugby president racism poverty celebration duringcreditsstinger clinteastwood morganfreeman mattdamon tonykgoroge"
750,16995,State of Play,"action handsome, unflappable u.s. congressman stephen collins future political party: honorable appointee serf chairman committee overseeing defense spending. eye upon rising star party's contender upcoming presidential race. research assistant/mistress brutally murdered buried secret come tumbling out. corruption assassination detective journalist assassin newspaper congress editor-in-chief conspiracyofmurder politics electioncampaign government murder thriller blog reporter kevinmacdonald russellcrowe benaffleck rachelmcadams"
751,16558,Duplicity,romance comedy crime two romantically-engaged corporate spy team manipulate corporate race corner market medical innovation reap huge profit enable lead extravagant lifestyle together. spy tonygilroy cliveowen juliaroberts paulgiamatti
752,9849,My Favorite Martian,"comedy drama family sciencefiction news producer, tim o'hara get fired unwillingly compromising bosses' daughter live transmission. little later, witness crashing small martian spacecraft, realizing one-time chance delivering story rock earth. since tim took original scaled-down spaceship him, martian follows retrieve it. alien martian basedontvseries fishoutofwater donaldpetrie jeffdaniels elizabethhurley darylhannah"
753,5820,The Sentinel,action thriller crime secret service agent framed mole assassination attempt president. must clear name foil another assassination attempt run relentless fbi agent. usapresident agent clarkjohnson michaeldouglas kiefersutherland evalongoria
754,16866,Planet 51,"sciencefiction animation family comedy adventure earth astronaut capt. chuck baker arrives planet 51 -- world reminiscent american suburbia circa 1950 -- try avoid capture, recover spaceship make home safely, help empathetic little green being. flyingsaucer alienlife-form spaceship alien alienplanet planet duringcreditsstinger jorgeblanco dwaynejohnson seannwilliamscott jessicabiel"
755,201,Star Trek: Nemesis,"sciencefiction action adventure thriller en route honeymoon william riker deanna troi home planet betazed, captain jean-luc picard crew u.s.s. enterprise receives word starfleet coup resulted installation new romulan political leader, shinzon, claim seek peace human-backed united federation planets. enemy territory, captain crew make startling discovery: shinzon human, slave romulan sister planet remus, secret, shocking relationship picard himself. clone assassination ambush federation starfleet enterprise-e romulus android senate selfsacrifice telepathy weapon romulans spaceopera stuartbaird patrickstewart jonathanfrakes brentspiner"
756,11775,Intolerable Cruelty,crime comedy romance revenge-seeking gold digger marries womanizing beverly hill lawyer intention making killing divorce. california assassin infidelity fetish hitman tycoon court satire lawyer inheritance divorce joelcoen georgeclooney catherinezeta-jones edwardherrmann
757,87825,Trouble with the Curve,"drama romance slowed age failing eyesight, crack baseball scout gu lobel take grown daughter along check final prospect career. along way, two renew bond, catch eye young player-turned-scout. woman baseball pitcher homerun aging sport talent-scout cigarsmoking pooreyesight bostonredsox draft motelroom baseballscout failingeyesight blurryvision blurredsight robertlorenz clinteastwood amyadams justintimberlake"
758,12201,Edge of Darkness,"crime drama mystery thriller seasoned homicide detective, thomas craven seen bleakest side humanity. nothing prepares toughest investigation life: search daughter emma's killer. now, personal mission uncover disturbing secret surrounding murder, including corporate corruption, government collusion emma's mysterious life. murder violence deathofdaughter homicidedetective martincampbell melgibson raywinstone dannyhuston"
759,11015,The Relic,"horror mystery thriller researcher chicago's natural history museum return south america crate containing findings. crate arrive museum without owner appears little inside. however, police discover gruesome murder cargo ship brought crate u another murder museum itself. chicago basedonnovel monster museum pileofdeadbodies god deadbody anthropologist indiantribe amazonjungle peterhyams penelopeannmiller tomsizemore lindahunt"
760,9932,Analyze That,"comedy crime mafia's paul vitti back prison need serious counseling get out. naturally, return analyst dr. ben sobel help find sobel need serious help inherited family practice, well excess stock stress. prison gold therapist gangster haroldramis robertdeniro billycrystal lisakudrow"
761,13389,Righteous Kill,"action crime drama thriller two veteran new york city detective work identify possible connection recent murder case believe solved year ago; serial killer loose, perhaps put wrong person behind bars? revenge murder plottwist dirtycop jonavnet robertdeniro carlagugino 50cent"
762,8838,Mercury Rising,"action crime drama thriller renegade fbi agent art jeffries protects nine-year-old autistic boy cracked government's new ""unbreakable"" code. assassin lossoffamily autism fbi bangkok nationalsecurityagency(nsa) boy childinperil fbiagent autisticsavant haroldbecker brucewillis alecbaldwin mikohughes"
763,17332,The Soloist,"drama los angeles journalist befriends homeless juilliard-trained musician, looking new article paper. newspaper cello musical violin losangeles joewright robertdowneyjr. jamiefoxx catherinekeener"
764,4958,The Legend of Bagger Vance,"fantasy drama world war left golfer rannulph junuh poker-playing alcoholic, perfect swing gone. now, however, need get back play tournament save financially ravaged golf course long-ago sweetheart. help arrives form mysterious caddy bagger vance. competition worldwari greatdepression caddy savannah robertredford mattdamon brucemcgill charlizetheron"
765,786,Almost Famous,"drama music almost famous autobiographical inspired film 15-year-old hired rolling stone magazine follow interview rock band tour. film growing up, first love, disappointment, life rock star. hotelroom sandiego drugaddiction stewardess overdose groupie musicjournalist blacksabbath rock concert swimmingpool basedontruestory promiscuity comingofage ontheroad domineeringmother reconciliation semiautobiographical innocencelost bustrip aspiringwriter cameroncrowe katehudson billycrudup francesmcdormand"
766,9513,Garfield: A Tail of Two Kitties,"animation comedy family garfield back time garfield canine sidekick odie follows owner, jon arbuckle, england, u.k. may never recover, garfield mistaken look-alike, regal cat inherited castle. londonengland cat mistakeinperson luxury wretch nobility garfield timhill billmurray jenniferlovehewitt billyconnolly"
767,11679,xXx: State of the Union,"action adventure crime drama mystery thriller ice cube star darius stone, thrill-seeking troublemaker whose criminal record extreme sport obsession make perfect candidate newest xxx agent. must save u.s. government deadly conspiracy led five-star general secretary defense george deckert (played willem dafoe). washingtond.c. helicopter usapresident general coupd'etat militaryprison coup agent insurgent secretaryofdefense potus leetamahori icecube samuell.jackson willemdafoe"
768,38321,Priest,"action sciencefiction fantasy thriller horror alternate world, humanity vampire warred centuries. last vampire war, veteran warrior priest life obscurity human inside one church's walled cities. priest's niece kidnapped vampires, priest break vow hunt down. accompanied niece's boyfriend, wasteland sheriff, former warrior priestess. vampire crucifixion post-apocalyptic dystopia vampirehunter disobey niece darkhero scottstewart paulbettany karlurban camgigandet"
769,14411,Sinbad: Legend of the Seven Seas,"family animation adventure sailor legend framed goddess eris theft book peace, must travel realm end world retrieve save life childhood friend prince proteus. prince watermonster timjohnson bradpitt catherinezeta-jones michellepfeiffer"
770,8413,Event Horizon,"horror sciencefiction mystery year 2047 group astronaut sent investigate salvage long lost starship ""event horizon"". ship disappeared mysteriously 7 year maiden voyage return come even mystery crew ""lewis clark"" discover real truth behind disappearance something even terrifying. spacemarine nudity nightmare hallucination cryogenics spacetravel blackhole insanity delusion crew alternatedimension evilspirit hellgate religion explosion violence burningman rescueteam flashback supernaturalpower trappedinspace distresssignal derelictship paulw.s.anderson laurencefishburne samneill kathleenquinlan"
771,10052,Dragonfly,drama grieving doctor contacted late wife patient near death experiences. pregnancyandbirth voice dragonfly carcrash jungle hospital doctor humanitarian spiritism tomshadyac kevincostner joemorton ronrifkin
772,9676,The Black Dahlia,"drama lee blanchard bucky bleichert former boxers-turned-cops 1940s los angeles and, aspiring young actress turn dead, blanchard bleichert must grapple corruption, narcissism, stag film family madness pursue killer. pornography observer losangeles murderhunt briandepalma joshhartnett scarlettjohansson aaroneckhart"
773,9664,Flyboys,"action adventure drama history romance war adventure lafayette escadrille, young american volunteered french military u.s. entered world war i, became country's first fighter pilots. worldwari biplane tonybill jamesfranco davidellison jeanreno"
774,2100,The Last Castle,action drama thriller court martialed general rally together 1200 inmate rise system put away. prison general rodlurie robertredford jamesgandolfini markruffalo
775,10384,Supernova,"horror sciencefiction thriller set 22nd century, battered salvage ship sends distress signal, seasoned crew rescue hospital ship nova-17 responds. find black hole--that threatens destroy ships--and mysterious survivor whose body quickly mutates monstrous deadly form. blackpeople starship future star supernova blast walterhill jamesspader angelabassett robertforster"
776,137321,Winter's Tale,"drama fantasy mystery romance burglar fall heiress dy arms. learns gift reincarnation, set save her. basedonnovel akivagoldsman colinfarrell jessicabrownfindlay russellcrowe"
777,123553,The Mortal Instruments: City of Bones,"action adventure drama mystery romance fantasy new york city, clary fray, seemingly ordinary teenager, learns descended line shadowhunters — half-angel warrior protect humanity evil forces. mother disappears, clary join force group shadowhunters enters downworld, alternate realm filled demons, vampires, host creatures. clary companion must find protect ancient cup hold key mother's future. angel vampire werewolf warlock downworlder shadowhunter demonhunter basedonyoungadultnovel haraldzwart lilycollins jamiecampbellbower kevinzegers"
778,11260,Meet Dave,"comedy sciencefiction adventure family crew miniature alien operate spaceship human form. trying save planet, alien encounter new problem, ship becomes smitten earth woman. newyork captain starship newlove earth friendship crew carcrash space alien survival planet duringcreditsstinger brianrobbins eddiemurphy elizabethbanks gabrielleunion"
779,9009,Dark Water,"drama horror thriller dahlia williams daughter cecelia move rundown apartment new york's roosevelt island. currently midst divorce proceeding apartment, though near excellent school daughter, afford. time arrives, mysterious occurrence constant drip ceiling daughter's bedroom. basedonnovel water remake teacher divorce apartment ghost manhattan,newyorkcity waltersalles jenniferconnelly johnc.reilly timroth"
780,11374,Edtv,comedy video store clerk ed agrees life filmed camera crew tv network. tvshow tvstation simulatedreality realitytv tvstar tvratings ronhoward matthewmcconaughey woodyharrelson sallykirkland
781,2309,Inkheart,"adventure family fantasy adventure father young daughter, search long lost book help reunite missing, close relative. book fairytale eavesdropping adventure writer'sblock iainsoftley brendanfraser siennaguillory andyserkis"
782,8285,The Spirit,"action comedy thriller crime sciencefiction mean street man must come. hero born, murdered, born again. rookie cop named denny colt return beyond spirit, hero whose mission fight bad force shadow central city, octopus kill anyone unfortunate enough see face plans. he's going wipe entire city. secretidentity robber mask frog basedoncomicstrip backfromthedead frankmiller gabrielmacht scarlettjohansson samuell.jackson"
783,210860,Mortdecai,"comedy adventure art dealer, charles mortdecai, search stolen painting rumored contain secret code gain access hidden nazi gold. basedonnovel painting debt artdealer stolenpainting davidkoepp johnnydepp gwynethpaltrow ewanmcgregor"
784,2312,In the Name of the King: A Dungeon Siege Tale,"adventure fantasy action drama man named farmer set rescue kidnapped wife avenge death son -- two act committed krugs, race animal-warriors controlled evil gallian. fictionalplace monster lossoffamily newlove hero loveofone'slife magic fairytale villain kingdom enchantment badpower son heirtothethrone motherlylove wizardry revenge royalty family basedonvideogame medieval uweboll jasonstatham johnrhys-davies rayliotta"
785,9839,Beyond Borders,"drama romance adventure war beyond border epic tale turbulent romance two star-crossed lover set backdrop world's dangerous hot spots. academy award winner angelina jolie star sarah jordan, american living london 1984. married henry bauford son wealthy british industrialist, encounter nick callahan renegade doctor, whose impassioned plea help support relief effort war-torn africa move deeply. result, sarah embarks upon journey discovery lead danger, heartbreak romance far corner world. londonengland cia landmine loveofone'slife cambodia ethiopia chechnya foreignaid martincampbell angelinajolie cliveowen teripolo"
786,381902,The Monkey King 2,"action adventure fantasy taking place 500 year havoc heaven, tang priest appointed buddha go west fetch sacred scriptures, accidentally free monkey king. lady white (gong li) aiming break team assembled defeat her, monkey king must fight order save world! monkeyking soicheang aaronkwok gongli williamfeng"
787,13922,The Great Raid,"action history war world war ii rages, elite sixth ranger battalion given mission heroic proportions: push 30 mile behind enemy line liberate 500 american prisoner war. basedonnovel worldwarii prisonersofwar narration archivefootage rescuemission soldier 1940s inspiredbytrueevents fictionalizedhistory johndahl benjaminbratt jamesfranco connienielsen"
788,293660,Deadpool,"action adventure comedy deadpool tell origin story former special force operative turned mercenary wade wilson, subjected rogue experiment leaf accelerated healing powers, adopts alter ego deadpool. armed new ability dark, twisted sense humor, deadpool hunt man nearly destroyed life. antihero mercenary marvelcomic superhero basedoncomicbook breakingthefourthwall aftercreditsstinger duringcreditsstinger selfhealing timmiller ryanreynolds morenabaccarin edskrein"
789,9713,Holy Man,"drama comedy eddie murphy star over-the-top television evangelist find way turn television home shopping religious experience, take america storm. salesclerk television tvratings guru televisionproducer stephenherek eddiemurphy jeffgoldblum kellypreston"
790,190859,American Sniper,"war action u.s. navy seal chris kyle take sole mission—protect comrades—to heart becomes one lethal sniper american history. pinpoint accuracy save countless life also make prime target insurgents. despite grave danger struggle good husband father family back states, kyle serf four tour duty iraq. however, finally return home, find cannot leave war behind. sniper biography iraq navyseal u.s.soldier clinteastwood bradleycooper siennamiller kylegallner"
791,257445,Goosebumps,"adventure horror comedy teenager team daughter young adult horror author r.l. stine writer's imaginary demon set free town madison, delaware. basedonnovel magic fantasy werewolf family ventriloquistdummy bookcomestolife 3d robletterman jackblack dylanminnette odeyarush"
792,9007,Just Like Heaven,"comedy fantasy romance shortly david abbott move new san francisco digs, unwelcome visitor hands: winsome elizabeth martinson, asserts apartment -- promptly vanishes. start appearing disappearing will, david think ghost, elizabeth convinced alive. coma basedonnovel workaholic flirt architect romanticcomedy ghost landscapearchitect markwaters reesewitherspoon markruffalo donallogue"
793,889,The Flintstones in Viva Rock Vegas,"sciencefiction comedy family romance flintstone again. flintstone rubble head rock vega fred hoping court lovely wilma. nothing stand way love, except conniving chip rockefeller playboy born baysville made cutthroat town rock vegas. fred win wilma's love? waitress marriageproposal flirt stoneage bestfriend dinosaur brianlevant markaddy stephenbaldwin kristenjohnston"
794,1370,Rambo III,"action adventure thriller war combat taken toll rambo, he's finally begun find inner peace monastery. rambo's friend mentor col. trautman asks help top secret mission afghanistan, rambo decline must reconsider trautman captured. competition submachinegun sovietunion liberation russian soviettroops thailand freedomfighter afghanistan waronfreedom machinegun mujahid realityshow western japanesefood soapopera petermacdonald sylvesterstallone richardcrenna kurtwoodsmith"
795,4942,Leatherheads,"comedy romance drama light hearted comedy beginning professional american football. decorated war hero college star tempted playing professional football. everyone see chance make big money, reporter dig dirt war hero... everyone could lose out. americanfootball sportsteam stadium hero success sponsorship police game coach womanreporter thebiggame georgeclooney georgeclooney renéezellweger johnkrasinski"
796,347969,The Ridiculous 6,"comedy western long-lost outlaw father returns, tommy ""white knife"" stockburn go adventure-filled journey across old west five brothers. wildwest frankcoraci adamsandler taylorlautner stevebuscemi"
797,24438,Did You Hear About the Morgans?,"comedy new york city, estranged couple witness murder relocated small-town wyoming part witness-protection program. witnessprotection comedy duringcreditsstinger marclawrence hughgrant sarahjessicaparker marysteenburgen"
798,116741,The Internship,comedy two recently laid-off men 40 try make intern successful internet company manager 20s. jobinterview lossofjob intern referencetogoogle newjob laidoff transamericapyramid shawnlevy owenwilson vincevaughn rosebyrne
799,35791,Resident Evil: Afterlife,"action adventure horror sciencefiction world ravaged virus infection, turning victim undead, alice continues journey find survivor lead safety. deadly battle umbrella corporation reach new heights, alice get unexpected help old friend. new lead promise safe undead take los angeles, arrive city overrun thousand undead - alice comrade step deadly trap. post-apocalyptic dystopia undead biohazard evilcorporation residentevil zombie basedonvideogame duringcreditsstinger 3d paulw.s.anderson millajovovich wentworthmiller alilarter"
800,72431,Red Tails,"drama action adventure history war story tuskegee airmen, first african-american pilot fly combat squadron world war ii. worldwarii fighterpilot fighterplane anthonyhemingway bryancranston davidoyelowo cubagoodingjr."
801,1813,The Devil's Advocate,"drama horror mystery thriller hotshot lawyer get bargained learns new bos lucifer himself. childabuse southernusa obsession subway nudity bible seduction hallucination ambition devil'sson marriagecrisis pactwiththedevil crookedlawyer evilspirit satan religion lust courtroom temptation lawfirm manhattan,newyorkcity sevendeadlysins ethic gainesvilleflorida taylorhackford keanureeves alpacino charlizetheron"
802,87428,That's My Boy,"comedy teens, donny fathered son, todd, raised single parent todd's 18th birthday. now, seeing years, todd's world come crashing donny resurfaces todd's wedding. deadbeatdad cheatingfiancée teacherstudentsex brothersisterincest seananders adamsandler susansarandon evaamurrimartino"
803,8840,DragonHeart,"fantasy ancient time majestic fire-breathers soared skies, knight named bowen come face face heart heart last dragon earth, draco. taking arm suppress tyrant king, bowen soon realizes task harder he'd imagined: kill king, draco die well. magic kingdom despot immortality village forest army horror partner revenge knight battle medieval dragonheart robcohen dennisquaid davidthewlis petepostlethwaite"
804,10589,After the Sunset,"action comedy crime drama two master thief (brosnan hayek) finally retiring one last succesful mission. residing tropical paradise, old nemesis, fbi agent stan p. lloyd show make sure really retired. docked port ocean liner called ""diamond cruise"" stan convinced they're really retired all, next set up. bahamas masterthief crookcouple brettratner piercebrosnan salmahayek woodyharrelson"
805,71676,Ghost Rider: Spirit of Vengeance,"action fantasy thriller devil resurfaces aim take world human form, johnny blaze reluctantly come hiding transform flame-spewing supernatural hero ghost rider -- rescue 10-year-old boy unsavory end. monk easterneurope skeleton biker marvelcomic superhero motorcycle devil darkhero ghostrider briantaylor nicolascage ciaránhinds violanteplacido"
806,1722,Captain Corelli's Mandolin,"drama history romance greek fisherman leaf fight greek army wwii, fiancee fall love local italian commander. film based novel italian soldier's experience italian occupation greek island cephalonia (kefalonia), hollywood made pure love story removing much ""unpleasant"" stuff. officer greekisland mandolin italiansoldier resistancefighter greekhistory italianarmy alliedforces johnmadden nicolascage penélopecruz johnhurt"
807,10022,The Pacifier,action comedy drama family thriller disgraced navy seal shane wolfe handed new assignment: protect five plummer kid enemy recently deceased father -- government scientist whose top-secret experiment remains hidden kids' house. bodybuilder child bodyguard scientist family u.s.soldier deathofhusband malenanny adamshankman vindiesel laurengraham faithford
808,11358,Walking Tall,"adventure drama action thriller former u.s. soldier return hometown find overrun crime corruption, prompt clean house. casino sheriff home violence specialforces exsoldier kevinbray dwaynejohnson johnnyknoxville nealmcdonough"
809,13,Forrest Gump,"comedy drama romance man low iq accomplished great thing life present significant historic event - case, far exceeding anyone imagined could do. yet, despite thing attained, one true love eludes him. 'forrest gump' story man rose challenges, proved determination, courage, love important ability. vietnamveteran hippie mentallydisabled running basedonnovel vietnam vietnamwar friendship love familyrelationships bully mothersonrelationship military hugging shrimping woundedsoldier flashback parkbench amputee robertzemeckis tomhanks robinwright garysinise"
810,6477,Alvin and the Chipmunks,"comedy music family fantasy animation struggling songwriter named dave seville find success come across trio singing chipmunks: mischievous leader alvin, brainy simon, chubby, impressionable theodore. pop popstar recordproducer surprise approach forest music concert friendship performance chipmunk talkinganimal songwriter talkingtoanimals duringcreditsstinger timhill jasonlee davidcross cameronrichardson"
811,1597,Meet the Parents,"comedy romance greg focker ready marry girlfriend, pam, pop question, must win formidable father, humorless former cia agent jack byrnes, wedding pam's sister. greg bend backward make good impression, visit byrnes home turn hilarious series disasters, everything go wrong does, jack's critical, hawklike gaze. cia airport cat jew orderly airplane father-in-law epistaxis daughter lostbaggage urn pavilion volleyball hospital wedding jayroach benstiller robertdeniro teripolo"
812,10530,Pocahontas,"adventure animation drama family history come gloriously life disney's epic animated tale love adventure new world. pocahontas native american woman whose father arranged marry village's best warrior. vision tell change coming, soon come face face form capt. john smith. cultureclash settler forbiddenlove colony musical goldrush princess romance nativeamerican animation virginia starcrossedlovers referencetopizarro jamestownvirginia pugdog crossculturalrelationship musket animatetree indianchief basedonfolktale 17thcentury shamanism song indiansvs.settlers animalsidekick powhatan landclaim mikegabriel irenebedard melgibson davidogdenstiers"
813,1924,Superman,"action adventure fantasy sciencefiction mild-mannered clark kent work reporter daily planet alongside crush, lois lane − who's love superman. clark must summon superhero alter ego nefarious lex luthor launch plan take world. savingtheworld journalist dccomics crimefighter nuclearmissile galaxy superhero basedoncomicbook criminal sabotage northpole midwest kryptonite superpower superhumanstrength aftercreditsstinger savetheday richarddonner christopherreeve marlonbrando margotkidder"
